Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
37,0.08000018359368788,1040,0.1383975026014568,2,2,0.14686468646864687,1,139,3,0.17006802721088435,100,2,2,0.06870368828064846,4,0.10091743119266336,5163,15850,5,0.16122448979591836,0.10436432637571158,14,3,4,80,1,17,2,4,1,0,0,0,0
59,0.08000018359368788,1420,0.19008460036286423,2,4,0.22673012399864786,1,140,3,0.14795918367346939,32,2,5,0.04905041685272943,4,0.12481426448736999,18844,21922,9,0.16122448979591836,0.10436432637571158,21,4,4,80,1,30,3,3,3,2,2,2,0
50,0.2490974729235817,1115,0.1383975026014568,1,3,0.14686468646864687,1,141,1,0.14795918367346939,73,3,5,0.02533683182797013,2,0.12481426448736999,18172,9755,3,0.16122448979591836,0.30528846153846156,19,3,1,80,0,28,1,2,8,3,0,7,0
25,0.14956855225311602,240,0.2062780269058296,5,3,0.22012573203437844,1,142,3,0.17006802721088435,46,2,2,0.17484662576687046,3,0.2553191489361702,5744,26959,1,0.16122448979591836,0.30528846153846156,11,3,4,80,0,6,1,3,6,4,0,3,1
25,0.14956855225311602,1280,0.1383975026014568,7,1,0.13577586206896552,1,143,4,0.17006802721088435,64,2,1,0.16095890410958943,4,0.12481426448736999,2889,26897,1,0.16122448979591836,0.10436432637571158,11,3,3,80,2,2,2,3,2,2,2,1,0
22,0.14956855225311602,534,0.1383975026014568,15,3,0.13577586206896552,1,144,2,0.14795918367346939,59,3,1,0.23938223937897848,4,0.2553191489361702,2871,23785,1,0.16122448979591836,0.10436432637571158,15,3,3,80,0,1,5,3,0,0,0,0,0
51,0.2490974729235817,1456,0.1383975026014568,1,4,0.13577586206896552,1,145,1,0.14795918367346939,30,2,3,0.06870368828064846,1,0.2553191489361702,7484,25796,3,0.16122448979591836,0.10436432637571158,20,4,3,80,0,23,1,2,13,12,12,8,0
34,0.2490974729235817,658,0.1383975026014568,7,3,0.14686468646864687,1,147,1,0.17006802721088435,66,1,2,0.23938223937897848,3,0.2553191489361702,6074,22887,1,0.16122448979591836,0.30528846153846156,24,4,4,80,0,9,3,3,9,7,0,6,1
54,0.08000018359368788,142,0.19008460036286423,26,3,0.22673012399864786,1,148,4,0.14795918367346939,30,4,4,0.04905041685272943,4,0.2553191489361702,17328,13871,2,0.16122448979591836,0.30528846153846156,12,3,3,80,0,23,3,3,5,3,4,4,0
24,0.14956855225311602,1127,0.1383975026014568,18,1,0.14686468646864687,1,150,2,0.17006802721088435,52,3,1,0.23938223937897848,3,0.12481426448736999,2774,13257,0,0.16122448979591836,0.10436432637571158,12,3,3,80,1,6,2,3,5,3,1,2,0
34,0.14956855225311602,1031,0.1383975026014568,6,4,0.14686468646864687,1,151,3,0.14795918367346939,45,2,2,0.16095890410958943,2,0.10091743119266336,4505,15000,6,0.16122448979591836,0.10436432637571158,15,3,3,80,1,12,3,3,1,0,0,0,0
37,0.14956855225311602,1189,0.2062780269058296,3,3,0.14686468646864687,1,152,3,0.17006802721088435,87,3,3,0.17484662576687046,4,0.2553191489361702,7428,14506,2,0.16122448979591836,0.10436432637571158,12,3,1,80,0,12,3,3,5,3,1,3,0
34,0.14956855225311602,1354,0.1383975026014568,5,3,0.13577586206896552,1,153,3,0.14795918367346939,45,2,3,0.04905041685272943,1,0.2553191489361702,11631,5615,2,0.16122448979591836,0.10436432637571158,12,3,4,80,0,14,6,3,11,10,5,8,0
36,0.2490974729235817,1467,0.2062780269058296,11,2,0.24242313209808733,1,154,2,0.14795918367346939,92,3,3,0.17484662576687046,4,0.12481426448736999,9738,22952,0,0.16122448979591836,0.10436432637571158,14,3,3,80,1,10,6,3,9,7,2,8,0
36,0.14956855225311602,922,0.1383975026014568,3,2,0.14686468646864687,1,155,1,0.14795918367346939,39,3,1,0.23938223937897848,4,0.10091743119266336,2835,2561,5,0.16122448979591836,0.10436432637571158,22,4,1,80,1,7,2,3,1,0,0,0,0
43,0.2490974729235817,394,0.2062780269058296,26,2,0.14686468646864687,1,158,3,0.17006802721088435,92,3,4,0.04905041685272943,4,0.12481426448736999,16959,19494,1,0.16122448979591836,0.30528846153846156,12,3,4,80,2,25,3,4,25,12,4,12,0
30,0.2490974729235817,1312,0.1383975026014568,23,3,0.14686468646864687,1,159,1,0.17006802721088435,96,1,1,0.16095890410958943,3,0.10091743119266336,2613,22310,1,0.16122448979591836,0.10436432637571158,25,4,3,80,3,10,2,2,10,7,0,9,0
33,0.08000018359368788,750,0.2062780269058296,22,2,0.22012573203437844,1,160,3,0.17006802721088435,95,3,2,0.17484662576687046,2,0.12481426448736999,6146,15480,0,0.16122448979591836,0.10436432637571158,13,3,1,80,1,8,2,4,7,7,0,7,0
56,0.14956855225311602,441,0.1383975026014568,14,4,0.14686468646864687,1,161,2,0.14795918367346939,72,3,1,0.16095890410958943,2,0.12481426448736999,4963,4510,9,0.16122448979591836,0.30528846153846156,18,3,1,80,3,7,2,3,5,4,4,3,1
51,0.14956855225311602,684,0.1383975026014568,6,3,0.14686468646864687,1,162,1,0.17006802721088435,51,3,5,0.02533683182797013,3,0.2553191489361702,19537,6462,7,0.16122448979591836,0.10436432637571158,13,3,3,80,0,23,5,3,20,18,15,15,0
31,0.14956855225311602,249,0.2062780269058296,6,4,0.14686468646864687,1,163,2,0.17006802721088435,76,1,2,0.17484662576687046,3,0.12481426448736999,6172,20739,4,0.16122448979591836,0.30528846153846156,18,3,2,80,0,12,3,2,7,7,7,7,1
26,0.14956855225311602,841,0.1383975026014568,6,3,0.13420118338933018,1,164,3,0.14795918367346939,46,2,1,0.16095890410958943,2,0.12481426448736999,2368,23300,1,0.16122448979591836,0.10436432637571158,19,3,3,80,0,5,3,2,5,4,4,3,0
58,0.14956855225311602,147,0.1383975026014568,23,4,0.13577586206896552,1,165,4,0.14795918367346939,94,3,3,0.06870368828064846,4,0.12481426448736999,10312,3465,1,0.16122448979591836,0.10436432637571158,12,3,4,80,1,40,3,2,40,10,15,6,1
19,0.14956855225311602,528,0.2062780269058296,22,1,0.22012573203437844,1,167,4,0.17006802721088435,50,3,1,0.3971571172349599,3,0.2553191489361702,1675,26820,1,0.16122448979591836,0.30528846153846156,19,3,4,80,0,0,2,2,0,0,0,0,1
22,0.14956855225311602,594,0.1383975026014568,2,1,0.24242313209808733,1,169,3,0.17006802721088435,100,3,1,0.23938223937897848,4,0.12481426448736999,2523,19299,0,0.16122448979591836,0.10436432637571158,14,3,3,80,1,3,2,3,2,1,2,1,0
49,0.14956855225311602,470,0.1383975026014568,20,4,0.13577586206896552,1,170,3,0.14795918367346939,96,3,2,0.06896586105729074,1,0.12481426448736999,6567,5549,1,0.16122448979591836,0.10436432637571158,14,3,3,80,0,16,2,2,15,11,5,11,0
43,0.2490974729235817,957,0.1383975026014568,28,3,0.13577586206896552,1,171,2,0.14795918367346939,72,4,1,0.16095890410958943,3,0.2553191489361702,4739,16090,4,0.16122448979591836,0.10436432637571158,12,3,4,80,0,18,2,3,3,2,1,2,0
50,0.2490974729235817,809,0.2062780269058296,12,3,0.22012573203437844,1,174,3,0.14795918367346939,77,3,3,0.17484662576687046,4,0.2553191489361702,9208,6645,4,0.16122448979591836,0.10436432637571158,11,3,4,80,0,16,3,3,2,2,2,1,0
31,0.14956855225311602,542,0.2062780269058296,20,3,0.14686468646864687,1,175,2,0.14795918367346939,71,1,2,0.17484662576687046,3,0.12481426448736999,4559,24788,3,0.16122448979591836,0.30528846153846156,11,3,3,80,1,4,2,3,2,2,2,2,1
41,0.14956855225311602,802,0.2062780269058296,9,1,0.14686468646864687,1,176,3,0.17006802721088435,96,3,3,0.17484662576687046,3,0.10091743119266336,8189,21196,3,0.16122448979591836,0.30528846153846156,13,3,3,80,1,12,2,3,9,7,0,7,0
26,0.14956855225311602,1355,0.19008460036286423,25,1,0.14686468646864687,1,177,3,0.14795918367346939,61,3,1,0.22804546072229726,3,0.12481426448736999,2942,8916,1,0.16122448979591836,0.10436432637571158,23,4,4,80,1,8,3,3,8,7,5,7,0
36,0.14956855225311602,216,0.1383975026014568,6,2,0.13577586206896552,1,178,2,0.17006802721088435,84,3,2,0.06896586105729074,2,0.10091743119266336,4941,2819,6,0.16122448979591836,0.10436432637571158,20,4,4,80,2,7,0,3,3,2,0,1,0
51,0.2490974729235817,1150,0.1383975026014568,8,4,0.14686468646864687,1,179,1,0.17006802721088435,53,1,3,0.06896586105729074,4,0.2553191489361702,10650,25150,2,0.16122448979591836,0.10436432637571158,15,3,4,80,0,18,2,3,4,2,0,3,1
39,0.14956855225311602,1329,0.2062780269058296,4,4,0.14686468646864687,1,182,4,0.14795918367346939,47,2,2,0.17484662576687046,3,0.12481426448736999,5902,14590,4,0.16122448979591836,0.10436432637571158,14,3,3,80,1,17,1,4,15,11,5,9,0
25,0.14956855225311602,959,0.2062780269058296,28,3,0.14686468646864687,1,183,1,0.17006802721088435,41,2,2,0.17484662576687046,3,0.12481426448736999,8639,24835,2,0.16122448979591836,0.10436432637571158,18,3,4,80,0,6,3,3,2,2,2,2,0
30,0.14956855225311602,1240,0.19008460036286423,9,3,0.22673012399864786,1,184,3,0.17006802721088435,48,3,2,0.22804546072229726,4,0.12481426448736999,6347,13982,0,0.16122448979591836,0.30528846153846156,19,3,4,80,0,12,2,1,11,9,4,7,0
32,0.14956855225311602,1033,0.1383975026014568,9,3,0.13577586206896552,1,190,1,0.14795918367346939,41,3,1,0.23938223937897848,1,0.2553191489361702,4200,10224,7,0.16122448979591836,0.10436432637571158,22,4,1,80,0,10,2,4,5,4,0,4,1
45,0.14956855225311602,1316,0.1383975026014568,29,3,0.13577586206896552,1,192,3,0.17006802721088435,83,3,1,0.16095890410958943,4,0.2553191489361702,3452,9752,5,0.16122448979591836,0.10436432637571158,13,3,2,80,0,9,2,2,6,5,0,3,0
38,0.14956855225311602,364,0.1383975026014568,3,5,0.24242313209808733,1,193,4,0.14795918367346939,32,3,2,0.16095890410958943,3,0.2553191489361702,4317,2302,3,0.16122448979591836,0.30528846153846156,20,4,2,80,0,19,2,3,3,2,2,2,0
30,0.14956855225311602,438,0.1383975026014568,18,3,0.14686468646864687,1,194,1,0.14795918367346939,75,3,1,0.16095890410958943,3,0.2553191489361702,2632,23910,1,0.16122448979591836,0.10436432637571158,14,3,3,80,0,5,4,2,5,4,0,4,0
32,0.2490974729235817,689,0.2062780269058296,9,2,0.13577586206896552,1,195,4,0.17006802721088435,35,1,2,0.17484662576687046,4,0.10091743119266336,4668,22812,0,0.16122448979591836,0.10436432637571158,17,3,4,80,3,9,2,4,8,7,0,7,0
30,0.14956855225311602,201,0.1383975026014568,5,3,0.24242313209808733,1,197,4,0.14795918367346939,84,3,1,0.16095890410958943,1,0.10091743119266336,3204,10415,5,0.16122448979591836,0.10436432637571158,14,3,4,80,1,8,3,3,3,2,2,2,0
30,0.14956855225311602,1427,0.1383975026014568,2,1,0.13577586206896552,1,198,2,0.17006802721088435,35,2,1,0.23938223937897848,4,0.2553191489361702,2720,11162,0,0.16122448979591836,0.10436432637571158,13,3,4,80,0,6,3,3,5,3,1,2,0
41,0.2490974729235817,857,0.1383975026014568,10,3,0.14686468646864687,1,199,4,0.17006802721088435,91,2,4,0.04905041685272943,1,0.10091743119266336,17181,12888,4,0.16122448979591836,0.10436432637571158,13,3,2,80,1,21,2,2,7,6,7,7,0
41,0.14956855225311602,933,0.1383975026014568,9,4,0.14686468646864687,1,200,3,0.17006802721088435,94,3,1,0.23938223937897848,1,0.12481426448736999,2238,6961,2,0.16122448979591836,0.10436432637571158,21,4,4,80,1,7,2,3,5,0,1,4,0
19,0.14956855225311602,1181,0.1383975026014568,3,1,0.13577586206896552,1,201,2,0.14795918367346939,79,3,1,0.23938223937897848,2,0.2553191489361702,1483,16102,1,0.16122448979591836,0.10436432637571158,14,3,4,80,0,1,3,3,1,0,0,0,0
40,0.2490974729235817,1395,0.1383975026014568,26,3,0.13577586206896552,1,202,2,0.14795918367346939,54,3,2,0.16095890410958943,2,0.10091743119266336,5605,8504,1,0.16122448979591836,0.10436432637571158,11,3,1,80,1,20,2,3,20,7,2,13,0
35,0.14956855225311602,662,0.2062780269058296,1,5,0.22012573203437844,1,204,3,0.17006802721088435,94,3,3,0.17484662576687046,2,0.12481426448736999,7295,11439,1,0.16122448979591836,0.10436432637571158,13,3,1,80,2,10,3,3,10,8,0,6,0
53,0.14956855225311602,1436,0.2062780269058296,6,2,0.22012573203437844,1,205,2,0.17006802721088435,34,3,2,0.3971571172349599,3,0.12481426448736999,2306,16047,2,0.16122448979591836,0.30528846153846156,20,4,4,80,1,13,3,1,7,7,4,5,0
45,0.14956855225311602,194,0.1383975026014568,9,3,0.14686468646864687,1,206,2,0.17006802721088435,60,3,2,0.23938223937897848,2,0.10091743119266336,2348,10901,8,0.16122448979591836,0.10436432637571158,18,3,3,80,1,20,2,1,17,9,0,15,0
32,0.2490974729235817,967,0.2062780269058296,8,3,0.22012573203437844,1,207,2,0.14795918367346939,43,3,3,0.17484662576687046,4,0.2553191489361702,8998,15589,1,0.16122448979591836,0.10436432637571158,14,3,4,80,0,9,2,3,9,8,3,7,0
29,0.08000018359368788,1496,0.1383975026014568,1,1,0.24242313209808733,1,208,4,0.17006802721088435,41,3,2,0.06896586105729074,3,0.12481426448736999,4319,26283,1,0.16122448979591836,0.10436432637571158,13,3,1,80,1,10,1,3,10,7,0,9,0
51,0.14956855225311602,1169,0.1383975026014568,7,4,0.13577586206896552,1,211,2,0.17006802721088435,34,2,2,0.06896586105729074,3,0.12481426448736999,6132,13983,2,0.16122448979591836,0.10436432637571158,17,3,3,80,0,10,2,3,1,0,0,0,0
58,0.14956855225311602,1145,0.1383975026014568,9,3,0.13577586206896552,1,214,2,0.14795918367346939,75,2,1,0.16095890410958943,2,0.12481426448736999,3346,11873,4,0.16122448979591836,0.30528846153846156,20,4,2,80,1,9,3,2,1,0,0,0,0
40,0.14956855225311602,630,0.2062780269058296,4,4,0.22012573203437844,1,215,3,0.17006802721088435,67,2,3,0.17484662576687046,4,0.12481426448736999,10855,8552,7,0.16122448979591836,0.10436432637571158,11,3,1,80,1,15,2,2,12,11,2,11,0
34,0.2490974729235817,303,0.2062780269058296,2,4,0.22012573203437844,1,216,3,0.14795918367346939,75,3,1,0.3971571172349599,3,0.12481426448736999,2231,11314,6,0.16122448979591836,0.10436432637571158,18,3,4,80,1,6,3,3,4,3,1,2,0
22,0.14956855225311602,1256,0.1383975026014568,19,1,0.13577586206896552,1,217,3,0.17006802721088435,80,3,1,0.16095890410958943,4,0.12481426448736999,2323,11992,1,0.16122448979591836,0.10436432637571158,24,4,1,80,2,2,6,3,2,2,2,2,0
27,0.08000018359368788,691,0.1383975026014568,9,3,0.13577586206896552,1,218,4,0.17006802721088435,57,3,1,0.16095890410958943,2,0.10091743119266336,2024,5970,6,0.16122448979591836,0.10436432637571158,18,3,4,80,1,6,1,1,2,2,2,2,0
28,0.14956855225311602,440,0.1383975026014568,21,3,0.13577586206896552,1,221,3,0.17006802721088435,42,3,1,0.16095890410958943,4,0.12481426448736999,2713,6672,1,0.16122448979591836,0.10436432637571158,11,3,3,80,1,5,2,1,5,2,0,2,0
57,0.14956855225311602,334,0.1383975026014568,24,2,0.14686468646864687,1,223,3,0.17006802721088435,83,4,3,0.06870368828064846,4,0.10091743119266336,9439,23402,3,0.16122448979591836,0.30528846153846156,16,3,2,80,1,12,2,1,5,3,1,4,0
27,0.08000018359368788,1450,0.1383975026014568,3,3,0.13577586206896552,1,224,3,0.17006802721088435,79,2,1,0.16095890410958943,3,0.10091743119266336,2566,25326,1,0.16122448979591836,0.30528846153846156,15,3,4,80,1,1,2,2,1,1,0,1,0
50,0.14956855225311602,1452,0.1383975026014568,11,3,0.14686468646864687,1,226,3,0.14795918367346939,53,3,5,0.04905041685272943,2,0.2553191489361702,19926,17053,3,0.16122448979591836,0.10436432637571158,15,3,2,80,0,21,5,3,5,4,4,4,0
41,0.14956855225311602,465,0.1383975026014568,14,3,0.14686468646864687,1,227,1,0.17006802721088435,56,3,1,0.16095890410958943,3,0.10091743119266336,2451,4609,4,0.16122448979591836,0.10436432637571158,12,3,1,80,1,13,2,3,9,8,1,8,0
30,0.14956855225311602,1339,0.2062780269058296,5,3,0.14686468646864687,1,228,2,0.14795918367346939,41,3,3,0.17484662576687046,4,0.12481426448736999,9419,8053,2,0.16122448979591836,0.10436432637571158,12,3,3,80,1,12,2,3,10,9,7,4,0
38,0.14956855225311602,702,0.2062780269058296,1,4,0.14686468646864687,1,230,1,0.14795918367346939,59,2,2,0.17484662576687046,4,0.2553191489361702,8686,12930,4,0.16122448979591836,0.10436432637571158,22,4,3,80,0,12,2,4,8,3,0,7,0
32,0.14956855225311602,120,0.1383975026014568,6,5,0.14686468646864687,1,231,3,0.17006802721088435,43,3,1,0.16095890410958943,3,0.2553191489361702,3038,12430,3,0.16122448979591836,0.10436432637571158,20,4,1,80,0,8,2,3,5,4,1,4,0
27,0.14956855225311602,1157,0.1383975026014568,17,3,0.24242313209808733,1,233,3,0.17006802721088435,51,3,1,0.16095890410958943,2,0.12481426448736999,3058,13364,0,0.16122448979591836,0.30528846153846156,16,3,4,80,1,6,3,2,5,2,1,1,0
19,0.2490974729235817,602,0.2062780269058296,1,1,0.24242313209808733,1,235,3,0.14795918367346939,100,1,1,0.3971571172349599,1,0.2553191489361702,2325,20989,0,0.16122448979591836,0.10436432637571158,21,4,1,80,0,1,5,4,0,0,0,0,1
36,0.2490974729235817,1480,0.1383975026014568,3,2,0.13577586206896552,1,238,4,0.17006802721088435,30,3,1,0.23938223937897848,2,0.2553191489361702,2088,15062,4,0.16122448979591836,0.10436432637571158,12,3,3,80,0,13,3,2,8,7,7,2,0
30,0.08000018359368788,111,0.1383975026014568,9,3,0.13577586206896552,1,239,3,0.17006802721088435,66,3,2,0.23938223937897848,1,0.10091743119266336,3072,11012,1,0.16122448979591836,0.10436432637571158,11,3,3,80,2,12,4,3,12,9,6,10,0
45,0.14956855225311602,1268,0.2062780269058296,4,2,0.14686468646864687,1,240,3,0.14795918367346939,30,3,2,0.17484662576687046,1,0.10091743119266336,5006,6319,4,0.16122448979591836,0.30528846153846156,11,3,1,80,1,9,3,4,5,4,0,3,0
56,0.14956855225311602,713,0.1383975026014568,8,3,0.14686468646864687,1,241,3,0.14795918367346939,67,3,1,0.16095890410958943,1,0.10091743119266336,4257,13939,4,0.16122448979591836,0.30528846153846156,18,3,3,80,1,19,3,3,2,2,2,2,0
33,0.14956855225311602,134,0.1383975026014568,2,3,0.14686468646864687,1,242,3,0.17006802721088435,90,3,1,0.16095890410958943,4,0.2553191489361702,2500,10515,0,0.16122448979591836,0.10436432637571158,14,3,1,80,0,4,2,4,3,1,0,2,0
19,0.14956855225311602,303,0.1383975026014568,2,3,0.14686468646864687,1,243,2,0.17006802721088435,47,2,1,0.23938223937897848,4,0.2553191489361702,1102,9241,1,0.16122448979591836,0.10436432637571158,22,4,3,80,0,1,3,2,1,0,1,0,1
46,0.14956855225311602,526,0.2062780269058296,1,2,0.22012573203437844,1,244,2,0.14795918367346939,92,3,3,0.17484662576687046,1,0.10091743119266336,10453,2137,1,0.16122448979591836,0.10436432637571158,25,4,3,80,3,24,2,3,24,13,15,7,0
38,0.14956855225311602,1380,0.1383975026014568,9,2,0.14686468646864687,1,245,3,0.14795918367346939,75,3,1,0.23938223937897848,4,0.2553191489361702,2288,6319,1,0.16122448979591836,0.10436432637571158,12,3,3,80,0,2,3,3,2,2,2,1,0
31,0.14956855225311602,140,0.1383975026014568,12,1,0.13577586206896552,1,246,3,0.14795918367346939,95,3,1,0.16095890410958943,4,0.12481426448736999,3929,6984,8,0.16122448979591836,0.30528846153846156,23,4,3,80,1,7,0,3,4,2,0,2,0
34,0.14956855225311602,629,0.1383975026014568,27,2,0.13577586206896552,1,247,4,0.14795918367346939,95,3,1,0.16095890410958943,2,0.2553191489361702,2311,5711,2,0.16122448979591836,0.10436432637571158,15,3,4,80,0,9,3,3,3,2,1,2,0
41,0.14956855225311602,1356,0.2062780269058296,20,2,0.22012573203437844,1,248,2,0.14795918367346939,70,3,1,0.3971571172349599,2,0.2553191489361702,3140,21728,1,0.16122448979591836,0.30528846153846156,22,4,4,80,0,4,5,2,4,3,0,2,1
50,0.14956855225311602,328,0.1383975026014568,1,3,0.13577586206896552,1,249,3,0.17006802721088435,86,2,1,0.23938223937897848,3,0.12481426448736999,3690,3425,2,0.16122448979591836,0.10436432637571158,15,3,4,80,1,5,2,2,3,2,0,2,0
53,0.14956855225311602,1084,0.1383975026014568,13,2,0.13577586206896552,1,250,4,0.14795918367346939,57,4,2,0.06896586105729074,1,0.10091743119266336,4450,26250,1,0.16122448979591836,0.10436432637571158,11,3,3,80,2,5,3,3,4,2,1,3,0
33,0.14956855225311602,931,0.1383975026014568,14,3,0.13577586206896552,1,252,4,0.14795918367346939,72,3,1,0.16095890410958943,2,0.12481426448736999,2756,4673,1,0.16122448979591836,0.10436432637571158,13,3,4,80,1,8,5,3,8,7,1,6,0
40,0.14956855225311602,989,0.1383975026014568,4,1,0.13577586206896552,1,253,4,0.14795918367346939,46,3,5,0.04905041685272943,3,0.12481426448736999,19033,6499,1,0.16122448979591836,0.10436432637571158,14,3,2,80,1,21,2,3,20,8,9,9,0
55,0.14956855225311602,692,0.1383975026014568,14,4,0.13577586206896552,1,254,3,0.17006802721088435,61,4,5,0.02533683182797013,2,0.2553191489361702,18722,13339,8,0.16122448979591836,0.10436432637571158,11,3,4,80,0,36,3,3,24,15,2,15,0
34,0.2490974729235817,1069,0.1383975026014568,2,1,0.14686468646864687,1,256,4,0.17006802721088435,45,2,2,0.06896586105729074,3,0.12481426448736999,9547,14074,1,0.16122448979591836,0.10436432637571158,17,3,3,80,0,10,2,2,10,9,1,9,0
51,0.14956855225311602,313,0.1383975026014568,3,3,0.13577586206896552,1,258,4,0.14795918367346939,98,3,4,0.06870368828064846,2,0.2553191489361702,13734,7192,3,0.16122448979591836,0.10436432637571158,18,3,3,80,0,21,6,3,7,7,1,0,0
52,0.14956855225311602,699,0.1383975026014568,1,4,0.14686468646864687,1,259,3,0.17006802721088435,65,2,5,0.04905041685272943,3,0.12481426448736999,19999,5678,0,0.16122448979591836,0.10436432637571158,14,3,1,80,1,34,5,3,33,18,11,9,0
27,0.14956855225311602,894,0.1383975026014568,9,3,0.13577586206896552,1,260,4,0.14795918367346939,99,3,1,0.16095890410958943,2,0.2553191489361702,2279,11781,1,0.16122448979591836,0.10436432637571158,16,3,4,80,0,7,2,2,7,7,0,3,0
35,0.14956855225311602,556,0.1383975026014568,23,2,0.14686468646864687,1,261,2,0.17006802721088435,50,2,2,0.06896586105729074,3,0.12481426448736999,5916,15497,3,0.16122448979591836,0.30528846153846156,13,3,1,80,0,8,1,3,1,0,0,1,1
43,0.08000018359368788,1344,0.1383975026014568,7,3,0.13577586206896552,1,262,4,0.17006802721088435,37,4,1,0.16095890410958943,4,0.10091743119266336,2089,5228,4,0.16122448979591836,0.10436432637571158,14,3,4,80,3,7,3,4,5,4,2,2,0
45,0.08000018359368788,1195,0.1383975026014568,2,2,0.13577586206896552,1,264,1,0.17006802721088435,65,2,4,0.04905041685272943,4,0.12481426448736999,16792,20462,9,0.16122448979591836,0.10436432637571158,23,4,4,80,1,22,1,3,20,8,11,8,0
